seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,agent_id,is_poisoned,reputation_share,optimization_before,marginal_contribution,positive_contribution,contribution_share,optimization_after
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,7,4,False,0.14442661854003544,0.1931318986588736,0.03418538495898246,0.03418538495898246,0.1930863426491356,0.1931205096564391
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,8,15,True,3.697449648706734e-05,0.23514942534168037,0.041686221957206726,0.041686221957206726,0.2354594995157448,0.23518818461343843
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,8,1,False,0.14984511474643689,0.09662939880944482,0.01651846766471863,0.01651846766471863,0.0957175047037767,0.0965154120462363
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,8,2,False,0.4737265966771876,0.28831091881294035,0.051345153152942656,0.051345153152942656,0.28908996242305923,0.2884082992642052
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,8,3,False,0.231964695539853,0.18678974737949539,0.03289973437786103,0.03289973437786103,0.1866732118136741,0.18677518043376773
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,8,4,False,0.14442661854003544,0.1931205096564391,0.034049972891807556,0.034049972891807556,0.19305982154374515,0.19311292364235236
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,9,15,True,3.697449648706734e-05,0.23518818461343843,0.041719429194927216,0.041719429194927216,0.23542617349976805,0.23521793322422963
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,9,1,False,0.14984511474643689,0.0965154120462363,0.01655167490243912,0.01655167490243912,0.09581551285820067,0.09642792464773185
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,9,2,False,0.4737265966771876,0.2884082992642052,0.051378360390663146,0.051378360390663146,0.28900623271588277,0.2884830409456649
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,9,3,False,0.231964695539853,0.18677518043376773,0.03293294161558152,0.03293294161558152,0.18668573677206554,0.18676399997605495
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,9,4,False,0.14442661854003544,0.19311292364235236,0.034083180129528046,0.034083180129528046,0.19306634415408294,0.1931071012063187
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,10,15,True,3.697449648706734e-05,0.23521793322422963,0.040729297697544097,0.040729297697544097,0.2364475340323086,0.23529478327473458
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,10,1,False,0.14984511474643689,0.09642792464773185,0.015561543405056,0.015561543405056,0.09281180365798733,0.09620191708587282
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,10,2,False,0.4737265966771876,0.2884830409456649,0.050388228893280027,0.050388228893280027,0.29157234257944775,0.28867612229777634
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,10,3,False,0.231964695539853,0.18676399997605495,0.0319428101181984,0.0319428101181984,0.18630187756184188,0.18673511732516662
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,10,4,False,0.14442661854003544,0.1931071012063187,0.03309304863214493,0.03309304863214493,0.19286644216841453,0.19309206001644968
0,2,0.3,0.0,uniform,0,uniform,0.5,adaptive,controlled,5,1,11,15,True,3.697449648706734e-05,0.23529478327473458,0.04197513610124588,0.04197513610124588,0.23517163524389867,0.23528708652280733
