seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,round,target_error,evaluation_loss,consistency_l1,update_l1,eta_used,update_accepted,gate_triggered,eval_loss_delta,informative,stage3_requests_cumulative,contribution_requests_cumulative
2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,13,0.00018349165066489093,0.008319187288482984,0.006773217474757034,0.0020319652424271514,0.3,True,False,-2.2351741790771484e-08,True,3390,11130
2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,14,0.00018349165066489093,0.008319187288482984,0.004741252232329882,0.0014223756696989595,0.3,True,False,0.0,True,3624,11925
2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,15,0.0004400124455692378,0.008267144983013472,0.0029134283934364458,0.0008740285180309851,0.3,True,False,-5.204230546951294e-05,True,3999,12720
2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,16,0.0001848619078330671,0.008319197222590446,0.0024449254835884233,0.0007334776450764954,0.3,True,False,5.2052239576974926e-05,True,4194,13515
2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,17,0.0005311421318801024,0.008376718188325563,0.0021601267744247275,0.0006480380323273874,0.3,True,False,5.7520965735117016e-05,True,4368,14310
2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,18,0.00018356123683815895,0.008319214607278505,0.0010635453244554928,0.000319063597336678,0.3,True,False,-5.7503581047058105e-05,True,4611,15105
2,2,0.0,0.0,uniform,0,uniform,0.3,fixed,stage1,,,19,0.00018356123683815895,0.008319214607278505,0.0007444817271188148,0.00022334451813565276,0.3,True,False,0.0,True,4830,15900
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,0,0.00018353634036660793,0.00831918977200985,0.6990789929081749,0.34953949645408755,0.5,True,False,,True,240,795
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,1,0.00018348670235557307,0.008319184804956118,0.34953945773459755,0.17476972886729886,0.5,True,False,-4.967053731860793e-09,True,489,1590
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,2,0.0001835413661410712,0.008319209640224775,0.17476992246479098,0.08738496123239552,0.5,True,False,2.4835268657569243e-08,True,762,2385
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,3,0.00018353634036660793,0.00831918977200985,0.08738480635439305,0.04369240317719658,0.5,True,False,-1.986821492570845e-08,True,963,3180
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,4,0.00018353634036660793,0.00831918977200985,0.04369240317719647,0.02184620158859829,0.5,True,False,0.0,True,1215,3975
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,5,0.00018353634036660793,0.00831918977200985,0.021846201588598183,0.010923100794299118,0.5,True,False,0.0,True,1449,4770
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,6,0.00018359115920674185,0.008319209640224775,0.010923255672301468,0.005461627836150652,0.5,True,False,1.986821492570845e-08,True,1707,5565
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,7,0.00040937873810165115,0.00825568102300167,0.004966755877202134,0.002483377938601039,0.5,True,False,-6.352861722310442e-05,True,2058,6360
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,8,0.00018353634036660793,0.00831918977200985,0.002978095019547374,0.0014890475097737443,0.5,True,False,6.350874900817871e-05,True,2262,7155
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,9,0.00042477899088133597,0.008259089663624763,0.0010208650940427624,0.000510432547021409,0.5,True,False,-6.010010838508606e-05,True,2676,7950
2,2,0.0,0.0,uniform,0,uniform,0.5,fixed,stage1,,,10,0.0001834965989777615,0.00831918977200985,0.0009786149627522209,0.0004893074813761104,0.5,True,False,6.010010838508606e-05,True,2910,8745
2,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,0,0.00018353634036660793,0.00831918977200985,0.6990789929081749,0.6990789929081749,1.0,True,False,,True,240,795
2,2,0.0,0.0,uniform,0,uniform,1.0,fixed,stage1,,,1,0.0001834965989777615,0.00831918977200985,0.0,0.0,1.0,True,False,0.0,True,444,1590
3,2,0.0,0.0,uniform,0,uniform,0.0,fixed,stage1,,,0,0.005014975842373204,0.02739337335030238,0.6533333333333333,0.0,0.0,False,False,,True,222,444
